cluster,total_registros,porcentaje_cancelacion,lead_time_promedio,adr_promedio,noches_promedio,huespedes_promedio,solicitudes_promedio,cambios_promedio,cancelaciones_previas_promedio,porcentaje_registros
0,18830,13.887413701540098,44.7676048858205,95.69965693043017,2.8375995751460437,1.798088157195964,0.48252788104089217,0.4340414232607541,0.09314922995220393,21.55202014421426
1,68540,31.23577473008462,89.56682229355121,109.27206288298804,3.8492850889991246,2.0879194630872484,0.7580099212138897,0.22706448789028305,0.013189378465129851,78.44797985578575
